entityid,codigo,nombreplantafisica,regional,distrito,provincia,municipio,distritomunicipal,seccionmunicipal,barrios,direccion,latitud,longitud,cantidadcentros,matriculamatutina,matriculavespertina,matriculanocturna,matriculacompleta,matriculasemipre
729ef7c9-bb54-4e4a-811a-7172944c1b7b,1154310,SAGRARIO ERCILIA DIAZ - PROYECTO CABRETO,10-SANTO DOMINGO,1003-SANTO DOMINGO NORESTE,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN LUIS (D. M.),EL NARANJO,EL CABRETO,PROYECTO SAGRARIO ERCILIA DIAZ - PROYECTO CABRETO,18.577490870622064,-69.750241935253143,1,38,38,,,
6a850037-986d-4fba-8898-3b194ea9551a,21016119,SAINAGUA,04-SAN CRISTOBAL,0403-SAN CRISTOBAL SUR,SAN CRISTOBAL,SAN CRIST�BAL,SAN CRIST�BAL,SAINAGU�,SAINAGU�,CARRET.  SAINAGUA,18.384005399422101,-70.114255249500303,1,204,165,,,
bff57c33-5719-4de3-abf7-40ce4ed71ecc,2032017,SAJANOA,03-AZUA,0301-AZUA,AZUA,T�BARA ARRIBA,LOS TOROS (D.M.),SAJANOA,SAJANOA,SAJANOA  SAJANOA,18.553168070418689,-70.852997303009033,1,115,129,,,
c0054be8-5897-4591-9c07-fa88c1a90160,11018828,SAJOUR,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,SALVALE�N DE HIG�EY (ZONA URBANA),SANJOUL,,18.615432694331286,-68.729768693447113,1,159,165,,,
2e77a2f4-544b-43f6-b514-1da896e03413,9024319,SALADILLO,06-LA VEGA,0601-JOSE CONTRERAS,ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,LAS CAOBAS,LOS SALADILLOS,SALADILL SALADILLO,19.63607,-70.446006999999994,1,31,29,,,
575f8d36-7f5c-4479-aca7-26c6f7315732,1275312,SALESIANA SAN JOSE,15-SANTO DOMINGO,1505-HERRERA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),LOS PERALEJOS,PROLONGA SALESIANA SAN JOSE,18.469999999999999,-69.969999999999999,1,454,,,,
5d034a27-427a-44b3-b8e4-41ea476aa340,1075216,SALOME URE�A,15-SANTO DOMINGO,1502-SANTO DOMINGO CENTRO,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),ENSANCHE CAPOTILLO,C/ 6 # 1 SALOME URE�A,18.504246999999999,-69.904509000000004,1,,192,,,
3565fafd-8a7d-4567-bee6-ba30d3f974bf,6015512,SALOME URE�A,07-SAN FRANCISCO DE MACORIS,0705-SAN FRANCISCO DE MACORIS SUR-E,DUARTE,SAN FRANCISCO DE MACOR�S,PRESIDENTE DON ANTONIO GUZM�N FERN�NDEZ D.M.,G�NIMO,G�NIMO,GENIMO   SALOME URE�A,19.235239953512298,-70.278446674346895,2,350,113,,,
a60fdd91-2d73-4232-9a65-518c19d5cce8,6027716,SALOME URE�A,07-SAN FRANCISCO DE MACORIS,0704-VILLA RIVA,DUARTE,ARENOSO,ARENOSO,ARENOSO (ZONA URBANA),ARENOSO,DUARTE # SALOME URE�A,19.190492682847726,-69.862996637821198,2,282,258,77,,
a83fb9c3-217c-49fc-9d50-5fdc7c2962d6,21035314,SALOME URE�A,04-SAN CRISTOBAL,0404-VILLA  ALTAGRACIA,SAN CRISTOBAL,VILLA ALTAGRACIA,SAN JOS� DEL PUERTO (D. M.),PINO HERRADO,EL SESENTA Y UNO (61),AUTOPIST SALOME URE�A,18.763483000000001,-70.234723000000002,1,137,131,,,
4deedb41-66a5-4868-b63f-f1d72188e220,25026815,SALOME URE�A,08-SANTIAGO,0803-SANTIAGO SUR-ESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),VILLA OL�MPICA,BARRIO O SALOME URE�A,19.428505310237174,-70.680056512355804,3,593,641,,,703
db1628e2-1be1-4c46-8993-30bd3e8c81b2,28015318,SALOME URE�A,16-COTUI,1605-PIEDRA BLANCA,MONSE�OR NOUEL,PIEDRA BLANCA,PIEDRA BLANCA,PIEDRA BLANCA (ZONA URBANA),PIEDRA BLANCA (CENTRO DEL PUEBLO),TUNTI CA SALOME URE�A,18.847225843016556,-70.315713286399841,3,592,428,149,,
bd8caccc-f211-4a4d-8268-efeb94ce58ec,28015412,SALOME URE�A,16-COTUI,1605-PIEDRA BLANCA,MONSE�OR NOUEL,PIEDRA BLANCA,PIEDRA BLANCA,PIEDRA BLANCA (ZONA URBANA),PIEDRA BLANCA (CENTRO DEL PUEBLO),SIMON BO SALOME URE�A,18.846892,-70.316198,1,,,,,331
ec291811-6dda-44a9-a6aa-94d47219baa6,10008012,SALOME URE�A - CABEZA DE RIO,18-BAHORUCO,1804-JIMANI,INDEPENDENCIA,POSTRER R�O,GUAYABAL (D. M.),CABEZA DE R�O,CABEZA DE R�O,CABEZA D SALOME URE�A - CABEZA DE RIO,18.588816999999999,-71.633150000000001,1,17,10,,,
59ed081e-674b-4a12-bbbe-dc98e3b8c9e1,12002229,SALOME URE�A - EL PE�ON,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,VILLA HERMOSA,CUMAYASA (D. M.),CUMAYASA,EL PE��N,PROL. SA SALOME URE�A - EL PE�ON,18.44173630641211,-68.970215320587158,3,1063,938,862,,
c328912d-4cc4-4991-a182-7677e2c1b220,29024213,SALOME URE�A - LA CUCHILLA,17-MONTE PLATA,1705-ESPERALVILLO,MONTE PLATA,YAMAS�,YAMAS�,LA JINA,LA CUCHILLA,CUCHILLA SALOME URE�A - LA CUCHILLA,18.842765818742702,-70.204297006130219,1,39,33,,,
746bd496-964d-4974-82d5-b3b68af1ed97,29036118,SALOME URE�A DE HENRIQUEZ,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,YAMAS� (ZONA URBANA),CIG�ELILLO,AVE. SAN SALOME URE�A DE HENRIQUEZ,18.771080999999999,-70.028897000000001,1,58,39,,,
b3843f15-a861-409a-9484-ea89d808b5e5,3017310,SALOME URE�A DE HENRIQUEZ  - ALTAMIRA,18-BAHORUCO,1802-TAMAYO,BAORUCO,TAMAYO,SANTANA (D. M.),BAYAHONDA,SAN RAM�N,ALTAMIRA SALOME URE�A DE HENRIQUEZ  - ALTAMIRA,18.426649503002579,-71.163285970687866,1,158,139,,,
33c9e164-3932-4495-a917-d521966cc2ed,1150810,SALOME URE�A DE HENRIQUEZ - LOMAS LINDAS,15-SANTO DOMINGO,1501-LOS ALCARRIZOS,SANTO DOMINGO,PEDRO BRAND,PEDRO BRAND,PIEDRA GORDA,LA MONTOSA,AUT. DUA SALOME URE�A DE HENRIQUEZ - LOMAS LINDAS,18.569724000000001,-70.119850999999997,1,32,18,,,
623bba51-9a5e-4346-b31e-57d8ca62bc45,7012119,SALOME URE�A DE HENRIQUEZ PROF. - MONTE MAYOR,02-SAN JUAN DE LA MAGUANA,0207-HONDO VALLE,ELIAS PI�A,JUAN SANTIAGO,JUAN SANTIAGO,MONTE MAYOR,MONTE MAYOR O CERRO MICO,MONTE MA SALOME URE�A DE HENRIQUEZ PROF. - MONTE MAYOR,18.761540699738045,-71.57766580581665,1,52,36,,,
b6e70ccb-cc5b-4790-8f51-3dd12ffac4e2,1114816,SALOME URENA,10-SANTO DOMINGO,1004-SANTO DOMINGO ORIENTAL,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),LOS MAMEYES,C/ 4TA.  SALOME URE�A,18.475068125302158,-69.85132098197937,3,556,568,221,,650
0ad04617-e4a0-465d-afa9-e44d0023ad33,9031818,SALOME URENA,06-LA VEGA,0607-GASPAR HERNANDEZ,ESPAILLAT,GASPAR HERN�NDEZ,GASPAR HERN�NDEZ,EL JOBO,ARENOSO,VERAGUA  SALOME URE�A,19.644525060590588,-70.294105410575867,1,44,48,,,
588e9625-7826-4cf8-9c4e-ebad146c9ab9,11012156,SALOME URENA,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,SALVALE�N DE HIG�EY (ZONA URBANA),JUAN PABLO DUARTE O NUEVO,,18.602297,-68.709511000000006,1,882,800,,,
45e265b0-ee73-4fba-9e28-cff7036f4cca,18002110,SALOME URENA,11-PUERTO PLATA,1102-PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,SAN FELIPE DE PUERTO PLATA (ZONA URBANA),PADRE LAS CASAS,C/ 1RA.  SALOME URE�A,19.785070852615579,-70.70402204990387,1,,,163,,
63e1f38b-7cb7-4694-82a8-99e206e41cbc,19030292,SALOME URENA,07-SAN FRANCISCO DE MACORIS,0707-VILLA TAPIA,HERMANAS MIRABAL,VILLA TAPIA,VILLA TAPIA,LOS LIMONES,LA GU�ZUMA,,19.316347622889449,-70.423642694950104,1,231,,,,
66b519cb-bffb-4011-8c10-683faf2bac6b,23011700,SALOME  URENA,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S (ZONA URBANA),INGENIO SANTA FE,,18.480842845310132,-69.269716143608093,1,16,24,,,
16ddcd33-251f-41dc-840b-bd16c8625f0d,25031118,SALOME URENA,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),REPARTO CONSUELO,BUENA VI SALOME URE�A,19.477096872268511,-70.684688687324524,3,632,535,534,,
cb9bec5d-7f99-409d-863f-df2ce2d29c08,27016617,SALOME URENA,09-MAO,0902-ESPERANZA,VALVERDE,ESPERANZA,JICOM�  (D. M.),JICOM�,JICOM�  ABAJO,JICOME A SALOME URE�A,19.632732815947794,-70.958418846130371,1,65,70,,,
f5fba4aa-08b7-41c5-bb69-30d86a034ffa,18052311,SALOME URENA DE HENRIQUEZ,11-PUERTO PLATA,1107-VILLA ISABELA,PUERTO PLATA,VILLA ISABELA,GUALETE (D. M.),GUALETE,GURABO,C/PRINCI SALOME URE�A DE HENRIQUEZ,19.796475999999998,-70.102661999999995,1,13,11,,,
8ef07dc9-b977-42dd-a09e-fae0bf5cf340,32021319,SALOME URENA DE HENRIQUEZ,10-SANTO DOMINGO,1005-BOCA CHICA,SANTO DOMINGO,BOCA CHICA,BOCA CHICA,BOCA CHICA (ZONA URBANA),ANDR�S,C/ 1RA.  SALOME URE�A DE HENRIQUEZ,18.445273078299845,-69.649543762207031,2,363,291,,,
16251e26-e15e-441e-97aa-b6ebb2c3d12e,9023710,SALOME URENA DE HENRIQUEZ - JAMAO AL NORTE,06-LA VEGA,0601-JOSE CONTRERAS,ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,JAMAO AL NORTE (ZONA URBANA),CENTRO DEL PUEBLO,Calle Du SALOME URE�A DE HENRIQUEZ - JAMAO AL NORTE,19.638507000000001,-70.446532000000005,2,243,276,78,,
77b2114e-60cb-4f9c-bc4b-c5942481d7df,3018211,SALOME URENA DE HENR�QUEZ  - EL CERRO DE JARAGUA,18-BAHORUCO,1803-VILLA JARAGUA,BAORUCO,VILLA JARAGUA,VILLA JARAGUA,VILLA JARAGUA (ZONA URBANA),EL OTRO LADO,C/ INDEP SALOME URE�A DE HENR�QUEZ  - EL CERRO DE JARAGUA,18.492406964008254,-71.482479572296143,2,95,97,53,,
f67d538c-4bb4-479a-8852-ddc1f011e6ea,15000723,SALOMON JORGE,13-MONTE CRISTI,1301-MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,SAN FERNANDO DE MONTE CRISTI (ZONA URBANA),SALOM�N JORGE,SANCHEZ  SALOMON JORGE,19.848326,-71.654415999999998,1,66,44,,,
1023a687-ab46-42fe-a5d6-3a2c780db6d2,18031019,SALOMON VASQUEZ - BARRANCON,11-PUERTO PLATA,1104-LUPERON,PUERTO PLATA,LUPER�N,LUPER�N,BARRANC�N,BARRANC�N,BARRANCO SALOMON VASQUEZ - BARRANCON,19.872292257785372,-71.043026447296143,3,75,133,26,,
778f2272-ed30-4080-bdbd-51785e96c033,24008211,SALUSTIANA HERNANDEZ JOSE  -  TOCOA,16-COTUI,1601-COTUI,SANCHEZ RAMIREZ,COTU�,COTU�,HATILLO,TOCOA,TOCOA    SALUSTIANA HERNANDEZ JOSE  -  TOCOA,18.90531716682802,-70.212678909301758,1,103,115,,,
270844ba-e327-44be-ac59-7bb847ac1c3f,25007016,SALUSTINA BANS BATISTA  - PASTOR ABAJO,08-SANTIAGO,0805-SANTIAGO CENTRO-OESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),BELLA  VISTA,AVE. NU? SALUSTINA BANS BATISTA -  PASTOR ABAJO,19.445302696612831,-70.705170035362244,1,475,551,,,
f869f6c1-4612-4b32-80e6-cd344b5b6cf2,19009337,SALUSTIO MORILLO,07-SAN FRANCISCO DE MACORIS,0701-TENARES,HERMANAS MIRABAL,TENARES,TENARES,TENARES (ZONA URBANA),CENTRO DEL PUEBLO,16 DE AG SALUSTIO MORILLO,19.372842236688705,-70.348430871963501,2,475,550,109,,
a952fe20-4ae5-473e-9633-c550ee37d6fb,6009714,SALVADOR THEN,07-SAN FRANCISCO DE MACORIS,0705-SAN FRANCISCO DE MACORIS SUR-E,DUARTE,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S (ZONA URBANA),URBANIZACI�N TORIBIO PIANTINI,C/ F S/N SALVADOR THEN,19.285327131343198,-70.250897705554962,1,221,200,,,
1b1991ba-7859-4747-8e12-bcb51b3e7aa3,21042117,SAMANGOLA,04-SAN CRISTOBAL,0403-SAN CRISTOBAL SUR,SAN CRISTOBAL,SAN GREGORIO DE NIGUA,SAN GREGORIO DE NIGUA,BOCA DE NIGUA,SAM�NGOLA,SAMANGOL SAMANGOLA,18.395374969036798,-70.087368786334991,1,40,31,,,
dadaaccb-bbe2-4bcb-8c5c-a6c24e4b95a9,1229213,SAMIRA MASSIT DE HANES PROF. CAMPO LINDO II,10-SANTO DOMINGO,1005-BOCA CHICA,SANTO DOMINGO,BOCA CHICA,LA CALETA (D. M.),CAMPO LINDO,CAMPO LINDO,C/ 22 ES SAMIRA MASSIT DE HANES PROF. CAMPO LINDO II,18.460612665298186,-69.670883417129517,2,587,580,243,,
54af5bd1-7f74-490f-81c6-d10cc4151d65,18047019,SAMPINE,11-PUERTO PLATA,1102-PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,SABANA GRANDE,SABANA GRANDE,SAMPI�E  SAMPI�E,19.761586984228476,-70.678119957447052,1,31,34,,,
a89d460a-14e7-4eb6-bbd8-3d0ea22dbcbe,21018817,SAN AGUSTIN,04-SAN CRISTOBAL,0406-HAINA,SAN CRISTOBAL,BAJOS DE HAINA,BAJOS DE HAINA,BAJOS DE HAINA (ZONA URBANA),VILLA LISA,C/ SAN A SAN AGUSTIN,18.412671,-70.034115999999997,1,,237,,,
1f8b63a8-cbcd-494f-b727-1aa0729b15b0,23028311,SAN ANTON,05-SAN PEDRO DE MACORIS,0502-SAN PEDRO DE MACORIS OESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S (ZONA URBANA),SAN ANT�N,BARRIO S SAN ANTON,18.44022997570255,-69.28303062915802,1,157,84,,,
c27b72eb-d8f2-4104-a85a-6eb1dd800240,1105419,SAN ANTONIO,10-SANTO DOMINGO,1003-SANTO DOMINGO NORESTE,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),LOS MINA NORTE,ESCOLAR  SAN ANTONIO,18.519833646368536,-69.861738681793213,2,245,234,613,,
3dbe5b91-7ba8-487c-bd00-0cf3cc7a9145,21040815,SAN ANTONIO,04-SAN CRISTOBAL,0403-SAN CRISTOBAL SUR,SAN CRISTOBAL,SAN CRIST�BAL,SAN CRIST�BAL,SAN CRIST�BAL (ZONA URBANA),LAVAPIE,SAN ANTO SAN ANTONIO,18.399772935771502,-70.102898776531219,1,48,104,,,
b56c6fe1-bab1-493e-b069-0a95c729a0a8,29021916,SAN ANTONIO,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,SAN ANTONIO,SAN ANTONIO,SAN ANTO SAN ANTONIO,18.770993164054953,-70.037053227424622,1,160,143,,,
f04f6751-94ec-4f38-bd1d-12f8c74da664,11004432,SAN ANTONIO DE PADUA,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,SALVALE�N DE HIG�EY (ZONA URBANA),PUEBLO NUEVO,MAXIMO G SAN ANTONIO DE PADUA,18.623032753034451,-68.715231120586395,1,416,389,,,
7d70776f-eee9-4af7-9f73-89d5a5399b89,25077117,SAN ANTONIO DE PADUA,08-SANTIAGO,0803-SANTIAGO SUR-ESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),ALTOS DE VIREYA,GUAYABAL SAN ANTONIO DE PADUA,19.39039,-70.639229999999998,1,141,63,,,
833506ad-51da-46bc-a005-504449fab64f,11005911,SANATE,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,BEJUCAL,SANATE,SANATE   SANATE,18.570730000000001,-68.810711999999995,1,17,,,,
417f4111-d777-4a04-8195-ab4c6662b9ed,13045515,SAN BARTOLO,06-LA VEGA,0605-LA VEGA ESTE,LA VEGA,JIMA ABAJO,JIMA ABAJO,SAN BARTOLO,SAN BARTOLO (BARTOLOM�),SAN BART SAN BARTOLO,19.155004339048816,-70.372830927371979,1,80,34,,,
55ff660c-6920-4cb3-aef1-106558dc9b3e,23001510,SAN BENITO ABAD,05-SAN PEDRO DE MACORIS,0502-SAN PEDRO DE MACORIS OESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S (ZONA URBANA),VILLA PROVIDENCIA,HERMANAS SAN BENITO ABAD,18.456865037348201,-69.316193461418152,1,,362,,,
6b8370fb-8e83-4c1d-89ff-dd5717e11660,30009713,SAN CARLOS,05-SAN PEDRO DE MACORIS,0505-SABANA DE LA MAR,HATO MAYOR,SABANA DE LA MAR,SABANA DE LA MAR,SABANA DE LA MAR (ZONA URBANA),SAN CARLOS,GASTON F SAN CARLOS,19.058028668048614,-69.383723437786102,1,42,34,,,
43df0bd8-f74d-454c-8b5d-a5ed4829ceb2,11005317,SAN CRISTOBAL,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,BEJUCAL,SAN CRIST�BAL,CARRET.  SAN CRISTOBAL,18.635385300827263,-68.832033276557922,1,5,6,,,
18f8a9bc-4ef2-41ff-a387-fc0cbce6c46f,1183417,SAN FELIPE,10-SANTO DOMINGO,1001-VILLA MELLA,SANTO DOMINGO,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE (ZONA URBANA),SAN FELIPE,CARRET.  SAN FELIPE,18.574630591645004,-69.919159412384033,3,951,877,790,,1208
34016138-ad68-4f06-aae9-d6fffb76993e,6038113,SAN FELIPE ABAJO,07-SAN FRANCISCO DE MACORIS,0703-CASTILLO,DUARTE,PIMENTEL,PIMENTEL,SAN FELIPE ARRIBA,SAN FELIPE ABAJO,SAN FELI SAN FELIPE ABAJO,19.24598234743662,-70.096922814846039,1,36,49,,,
3fa17ff0-01fb-4af1-847e-6dbb73d8c6ad,18007719,SAN FELIPE APOSTOL,11-PUERTO PLATA,1102-PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,SAN FELIPE DE PUERTO PLATA (ZONA URBANA),VILLA PROGRESO,ANTERA M SAN FELIPE APOSTOL,19.796861962555671,-70.693958401679993,1,,,69,,
baa1ef9f-c4ad-4665-8fbd-7d2e3c39c42c,6037910,SAN FELIPE ARRIBA,07-SAN FRANCISCO DE MACORIS,0703-CASTILLO,DUARTE,PIMENTEL,PIMENTEL,SAN FELIPE ARRIBA,SAN FELIPE ARRIBA,SAN FELI SAN FELIPE ARRIBA,19.254812261155056,-70.105540752410889,1,67,63,,,
98ee476a-f9f0-421b-9f38-b3d09cc0bbe0,17013113,SAN FELIPE NERI,03-AZUA,0304-BANI,PERAVIA,NIZAO,PIZARRETE (D. M.),PIZARRETE (ZONA URBANA),CENTRO DEL PUEBLO,CENTRAL  SAN FELIPE NERI,18.297868107242564,-70.227798521518707,1,255,156,,,
33d9c9ae-a364-4e3c-b357-15cac72d822a,6045915,SAN FRANCISCO,07-SAN FRANCISCO DE MACORIS,0706-SAN FRANCISCO DE MACORIS NOR-O,DUARTE,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S (ZONA URBANA),RIBERA DEL JAYA,BO. JUAN SAN FRANCISCO,19.318327023676819,-70.266019999980927,1,363,350,,,
6857fa2e-607c-4084-9dd7-2af032ca15fd,21008217,SAN FRANCISCO,04-SAN CRISTOBAL,0402-SAN CRISTOBAL NORTE,SAN CRISTOBAL,SAN CRIST�BAL,HATO DAMAS (D. M.),SAN FRANCISCO,SAN FRANCISCO,SAN FRAN SAN FRANCISCO,18.489026333390001,-70.127009153366103,1,282,211,,,
46eec46b-5409-4ed0-b905-999c24258a26,29004513,SAN FRANCISCO,17-MONTE PLATA,1702-MONTE PLATA,MONTE PLATA,MONTE PLATA,CHIRINO (D. M.),SAN FRANCISCO,SAN FRANCISCO,SAN FRAN SAN FRANCISCO,18.713236490006079,-69.791378974914551,1,137,104,,,
3b0ce224-f082-4cef-bdf1-8ecd9ddcf5e0,9005416,SAN FRANCISCO ABAJO,06-LA VEGA,0606-MOCA,ESPAILLAT,MOCA,CANCA LA REYNA  (D. M.),SAN FRANCISCO ABAJO,SAN FRANCISCO ABAJO,SAN FRAN SAN FRANCISCO ABAJO,19.420388016544631,-70.558410286903381,1,245,249,,,
314e1154-acd3-45e6-9c41-2b11e2106f7e,9011516,SAN FRANCISCO ARRIBA,06-LA VEGA,0606-MOCA,ESPAILLAT,MOCA,MOCA,PASO DE MOCA,SAN FRANCISCO ARRIBA,SAN FRAN SAN FRANCISCO ARRIBA,19.443797806658804,-70.558171570301056,1,161,202,,,
ac17eba4-db1b-4f77-9ff0-830d177215cb,2029516,SAN FRANCISCO DE ASIS,03-AZUA,0301-AZUA,AZUA,SABANA YEGUA,SABANA YEGUA,SABANA YEGUA (ZONA URBANA),SAN FRANCISCO O SAN FEO,SABANA Y SAN FRANCISCO DE ASIS,18.4638157664867,-70.830826163291931,1,231,207,,,
53fd6a93-d608-48a0-97f5-9a310c29ebae,7004613,SAN FRANCISCO DE ASIS,02-SAN JUAN DE LA MAGUANA,0202-PEDRO SANTANA,ELIAS PI�A,B�NICA,B�NICA,LAS CA�ITAS,EL PAPAYO,MELLA #  SAN FRANCISCO DE ASIS,19.082123923827012,-71.705711781978607,1,275,,,,
8a2065ea-b7d3-492c-87ca-de4d9da77528,11004114,SAN FRANCISCO DE ASIS,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,SALVALE�N DE HIG�EY (ZONA URBANA),SAN FRANCISCO,JOSE MAR SAN FRANCISCO DE ASIS,18.608017861648428,-68.705685138702393,2,755,671,,,146
35240a6a-c1ba-4ded-bb26-fbf8ae92f1af,23006619,SAN FRANCISCO DE ASIS,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S (ZONA URBANA),RESTAURACI�N,RESTAURA SAN FRANCISCO DE ASIS,18.469392429061287,-69.29851770401001,1,269,353,,,
2de67007-c0d0-413e-88de-6258fa606d28,25001016,SAN FRANCISCO DE ASIS,08-SANTIAGO,0804-SANTIAGO NOROESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),CIENFUEGOS,C/ 5 # 5 SAN FRANCISCO DE ASIS,19.482955808701117,-70.743568539619446,1,816,988,,,
f5b6255a-a40d-427a-956e-e8c96ae0ab9d,25107916,SAN FRANCISCO DE ASIS,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),GURABO,CARRETER SAN FRANCISCO DE ASIS,19.490377161041849,-70.65595418214798,1,81,72,,,
a0269903-fa97-4e61-aee5-905615cf2744,22057618,SAN FRANCISCO JAVIER FE Y ALEGRIA,02-SAN JUAN DE LA MAGUANA,0204-EL CERCADO,SAN JUAN,EL CERCADO,EL CERCADO,LA CI�NAGA,LA CULEBRA,EL CERCA SAN FRANCISCO JAVIER FE Y ALEGRIA,18.713515935668553,-71.500265300273895,1,,,,296,
768501e3-c434-4a30-9f86-b1dbe4fe3bfc,14003113,SANGELES PAREDES - MAJAGUAL,14-NAGUA,1401-NAGUA,MARIA TRINIDAD SANCHEZ,NAGUA,ARROYO AL MEDIO (D. M.),LAS C�RCOBAS,MAJAGUAL ABAJO,MAJAGUAL MAJAGUAL,19.367647361098069,-69.89765077829361,1,,13,,,
ea8d3b37-cb4f-495a-832e-87f8860909f0,11008114,SAN GERMAN,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,HIG�EY,HIG�EY,JINA JARAGUA,BATEY SAN GERM�N,BATEY SA SAN GERMAN,18.573920999999999,-68.627955999999998,1,58,34,,,
1d928ccf-1fb6-42be-a299-455df71f6167,8017716,SAN HUMBERTO,12-HIGUEY,1204-MICHES,EL SEIBO,MICHES,MICHES,EL MORRO,MONTE CLARO,CAMINO V SAN HUMBERTO,18.966269919784349,-69.084474742412567,1,36,,,,
c5b9a97e-d245-4512-9c6b-62c6e2ebbb9d,13014648,SAN IGNACIO - LA LLANADA,06-LA VEGA,0604-LA VEGA OESTE,LA VEGA,LA VEGA,LA VEGA,TAVERAS ABAJO,LA LLANADA,,19.370230902487311,-70.630961358547211,1,346,,,,
fb82eb92-e997-451e-a7d8-714444db43c9,13012725,SAN IGNACIO DE LOYOLA FE Y ALEGRIA,06-LA VEGA,0604-LA VEGA OESTE,LA VEGA,LA VEGA,LA VEGA,CONCEPCI�N DE LA VEGA (ZONA URBANA),VILLA ROSA,,19.217012742698579,-70.538409054279327,1,406,,,,
037674e8-9cea-41ae-9adb-73952b365a75,6039410,SAN ISIDRO,07-SAN FRANCISCO DE MACORIS,0704-VILLA RIVA,DUARTE,VILLA RIVA,AGUA SANTA DEL YUNA  (D. M.),CALLEJ�N DE TILO,BARRIO LINDO,LA ISABE SAN ISIDRO,19.155832859077488,-69.822712540626526,1,181,,,,
0ff3341f-95a1-415f-847c-daffdd2323c9,1078617,SAN JOAQUIN,10-SANTO DOMINGO,1003-SANTO DOMINGO NORESTE,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),LOS MINA NORTE,ANTONIO  SAN JOAQUIN,18.514696000000001,-69.862532999999999,2,198,176,155,,
